Folder,Results
ecg-channels-single-of-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.7139474747474748, 'AUC-PR': 0.13275117224063332}, {'Algorithm': 'COF', 'AUC-ROC': 0.8188767676767676, 'AUC-PR': 0.5766807375440937}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999545454545455, 'AUC-PR': 0.9956297742865446}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7284727272727274, 'AUC-PR': 0.5379355760916333}, {'Algorithm': 'LOF', 'AUC-ROC': 0.8134838383838384, 'AUC-PR': 0.5802120314046174}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.31798181818181814, 'AUC-PR': 0.13403294949551137}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9965171717171717, 'AUC-PR': 0.5913893938062622}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9965171717171717, 'AUC-PR': 0.5913893938062622}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999717171717172, 'AUC-PR': 0.9972650375105568}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9965141414141414, 'AUC-PR': 0.5902606865610429}]"
cbf-same-count-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.7918403061224492, 'AUC-PR': 0.07171537581271599}, {'Algorithm': 'COF', 'AUC-ROC': 0.44259311224489795, 'AUC-PR': 0.016523312561047485}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.8807974489795918, 'AUC-PR': 0.07361847820066453}, {'Algorithm': 'KNN', 'AUC-ROC': 0.8354607142857142, 'AUC-PR': 0.07043293572710396}, {'Algorithm': 'LOF', 'AUC-ROC': 0.43303112244897957, 'AUC-PR': 0.016084943349060344}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7999244897959183, 'AUC-PR': 0.04914285052598352}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.5863448979591837, 'AUC-PR': 0.022216506744432013}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.5863448979591837, 'AUC-PR': 0.022216506744432013}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.8468719387755101, 'AUC-PR': 0.09055653761866772}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.586345918367347, 'AUC-PR': 0.02221654524011336}]"
rw-combined-diff-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.29286613475177303, 'AUC-PR': 0.038675553339075776}, {'Algorithm': 'COF', 'AUC-ROC': 0.15324716312056738, 'AUC-PR': 0.03737874166023693}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9709148936170213, 'AUC-PR': 0.6505707220588448}, {'Algorithm': 'KNN', 'AUC-ROC': 0.18310904255319146, 'AUC-PR': 0.03592750064083029}, {'Algorithm': 'LOF', 'AUC-ROC': 0.38458218085106377, 'AUC-PR': 0.05024880735707847}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7891186170212767, 'AUC-PR': 0.22589972085298105}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9489421985815603, 'AUC-PR': 0.3670609042161711}]"
cbf-same-count-5,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6039770526315789, 'AUC-PR': 0.06137365073517423}, {'Algorithm': 'COF', 'AUC-ROC': 0.4825738947368421, 'AUC-PR': 0.04781332917427008}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.5510564210526316, 'AUC-PR': 0.05045643341508381}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6280892631578949, 'AUC-PR': 0.061964634209185}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5023112631578948, 'AUC-PR': 0.04802468365129927}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.3839808421052631, 'AUC-PR': 0.03849910240832524}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.620413894736842, 'AUC-PR': 0.059484897053469515}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.620413894736842, 'AUC-PR': 0.059484897053469515}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.7287416842105264, 'AUC-PR': 0.08093668543647096}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.620417052631579, 'AUC-PR': 0.05948533060997982}]"
rw-length-100,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5355424242424243, 'AUC-PR': 0.010490326221132888}, {'Algorithm': 'COF', 'AUC-ROC': 0.4591257575757576, 'AUC-PR': 0.008764840677581794}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999515151515151, 'AUC-PR': 0.9953121842117918}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5461818181818181, 'AUC-PR': 0.010494892373669686}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4860459595959596, 'AUC-PR': 0.009143093981560605}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9277646464646464, 'AUC-PR': 0.10362996641593553}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
rw-type-mean,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 0.6110232323232324, 'AUC-PR': 0.04661282178575004}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9990929292929294, 'AUC-PR': 0.8269021285557498}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6751454545454545, 'AUC-PR': 0.017395580237156146}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5761646464646464, 'AUC-PR': 0.08119968106058194}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9825070707070707, 'AUC-PR': 0.22857746665376608}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9152767676767678, 'AUC-PR': 0.1739775420220316}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9152767676767678, 'AUC-PR': 0.1739775420220316}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9147535353535353, 'AUC-PR': 0.17366604865138982}]"
cbf-length-500,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6718427368421053, 'AUC-PR': 0.1773761334127256}, {'Algorithm': 'COF', 'AUC-ROC': 0.5708155789473685, 'AUC-PR': 0.11682519801441837}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9833107368421052, 'AUC-PR': 0.641965143795099}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7247133684210526, 'AUC-PR': 0.22155523739594363}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5721487368421052, 'AUC-PR': 0.16887645655627215}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8742385263157895, 'AUC-PR': 0.19526967441417503}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7514035789473684, 'AUC-PR': 0.08678239583610563}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7514035789473684, 'AUC-PR': 0.08678239583610563}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9970825263157895, 'AUC-PR': 0.9505483928003835}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.751576, 'AUC-PR': 0.08683156171739952}]"
rw-length-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.7758858858858858, 'AUC-PR': 0.0039024558647106876}, {'Algorithm': 'COF', 'AUC-ROC': 0.6618018018018018, 'AUC-PR': 0.0017396018406647057}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.998928928928929, 'AUC-PR': 0.2947179161812437}, {'Algorithm': 'KNN', 'AUC-ROC': 0.8372672672672672, 'AUC-PR': 0.0058198122404593605}, {'Algorithm': 'LOF', 'AUC-ROC': 0.7817517517517518, 'AUC-PR': 0.0036519902888765762}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9113313313313314, 'AUC-PR': 0.005580101068502128}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.99995995995996, 'AUC-PR': 0.9602146464646465}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.99995995995996, 'AUC-PR': 0.9602146464646465}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9994194194194194, 'AUC-PR': 0.5888559102837605}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.99995995995996, 'AUC-PR': 0.9602146464646465}]"
cbf-length-100,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6085767676767677, 'AUC-PR': 0.1115957820775571}, {'Algorithm': 'COF', 'AUC-ROC': 0.6298722222222222, 'AUC-PR': 0.09081636888861128}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.996879797979798, 'AUC-PR': 0.6888402418283159}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7632964646464646, 'AUC-PR': 0.12534437161136394}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6002414141414141, 'AUC-PR': 0.10847208871667036}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9981252525252525, 'AUC-PR': 0.9158146355507556}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7116969696969697, 'AUC-PR': 0.016470373271990104}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7116969696969697, 'AUC-PR': 0.016470373271990104}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999555555555556, 'AUC-PR': 0.9957150828438373}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7118939393939394, 'AUC-PR': 0.016482682180799593}]"
rw-same-count-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6755762115117611, 'AUC-PR': 0.20138903379356154}, {'Algorithm': 'COF', 'AUC-ROC': 0.47334620419367746, 'AUC-PR': 0.1366982095327359}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9969282262730873, 'AUC-PR': 0.9704991816301263}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7817217554433793, 'AUC-PR': 0.32605431996549256}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5034526806742351, 'AUC-PR': 0.16785817032595843}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8467874921016537, 'AUC-PR': 0.44872921078547584}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999501464317221, 'AUC-PR': 0.9995218411772393}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999501464317221, 'AUC-PR': 0.9995218411772393}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9742950565341799, 'AUC-PR': 0.7483732804749127}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999501464317221, 'AUC-PR': 0.9995218411772393}]"
sinus-noise-01%,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5027525252525252, 'AUC-PR': 0.009102531870311167}, {'Algorithm': 'COF', 'AUC-ROC': 0.49112929292929297, 'AUC-PR': 0.008800039858473795}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.998340404040404, 'AUC-PR': 0.7951761144102016}, {'Algorithm': 'KNN', 'AUC-ROC': 0.37233737373737374, 'AUC-PR': 0.007354021547712452}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4733030303030303, 'AUC-PR': 0.009322053266820179}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.4506727272727272, 'AUC-PR': 0.3055881331236798}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9867565656565657, 'AUC-PR': 0.24716863377314063}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
cbf-combined-diff-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6736225606968407, 'AUC-PR': 0.02912174352207228}, {'Algorithm': 'COF', 'AUC-ROC': 0.47373613417069704, 'AUC-PR': 0.011055201438135823}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.4249293775114896, 'AUC-PR': 0.008267475199676223}, {'Algorithm': 'KNN', 'AUC-ROC': 0.870641257008109, 'AUC-PR': 0.0447093671014212}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4941269039197286, 'AUC-PR': 0.013826492936542922}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.554655309319281, 'AUC-PR': 0.01075596658029014}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6802608339950431, 'AUC-PR': 0.014780667493068875}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6802608339950431, 'AUC-PR': 0.014780667493068875}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.8901128516085565, 'AUC-PR': 0.04616154171752581}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6804571813566255, 'AUC-PR': 0.01478964444572908}]"
ecg-length-50,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.610580904522613, 'AUC-PR': 0.007037869328820321}, {'Algorithm': 'COF', 'AUC-ROC': 0.5733829145728643, 'AUC-PR': 0.03352772933715398}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.999975879396985, 'AUC-PR': 0.9954117728585341}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7098713567839197, 'AUC-PR': 0.02971120658161755}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5884653266331659, 'AUC-PR': 0.04009005740421496}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8515417085427136, 'AUC-PR': 0.1384765818831305}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999879396984924, 'AUC-PR': 0.9976524673584964}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999879396984924, 'AUC-PR': 0.9976524673584964}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999939698492462, 'AUC-PR': 0.9988191461199865}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999899497487437, 'AUC-PR': 0.998018655923908}]"
poly-diff-count-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'kMeans', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'KNN', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8835883588358836, 'AUC-PR': 0.00042918454935622315}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6353635363536354, 'AUC-PR': 0.00013709898546750753}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6353635363536354, 'AUC-PR': 0.00013709898546750753}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6353635363536354, 'AUC-PR': 0.00013709898546750753}]"
rw-length-500,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6548467368421051, 'AUC-PR': 0.1547976547027211}, {'Algorithm': 'COF', 'AUC-ROC': 0.5574465263157895, 'AUC-PR': 0.0944854585697464}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999945263157894, 'AUC-PR': 0.9998965677689187}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7389311578947368, 'AUC-PR': 0.20466308638451824}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6097951578947369, 'AUC-PR': 0.1099996952346506}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9820444210526318, 'AUC-PR': 0.9133144064555918}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999214736842105, 'AUC-PR': 0.9979341259021407}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999214736842105, 'AUC-PR': 0.9979341259021407}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9985926315789474, 'AUC-PR': 0.9666595777774474}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999214736842105, 'AUC-PR': 0.9979341259021407}]"
sinus-position-end,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5306666666666666, 'AUC-PR': 0.012829393142192613}, {'Algorithm': 'COF', 'AUC-ROC': 0.5290010101010101, 'AUC-PR': 0.014074215999219954}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9968434343434344, 'AUC-PR': 0.5690771115563393}, {'Algorithm': 'KNN', 'AUC-ROC': 0.57289898989899, 'AUC-PR': 0.01457946899688176}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5526151515151514, 'AUC-PR': 0.013987691149224067}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.822370707070707, 'AUC-PR': 0.03099389953049804}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7183424242424242, 'AUC-PR': 0.2326311751251835}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7183424242424242, 'AUC-PR': 0.2326311751251835}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9989020202020202, 'AUC-PR': 0.7809646357241569}]"
poly-type-extremum,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.9994999499949995, 'AUC-PR': 0.08333333333333333}, {'Algorithm': 'COF', 'AUC-ROC': 0.9753975397539754, 'AUC-PR': 0.0020242914979757085}, {'Algorithm': 'kMeans', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'KNN', 'AUC-ROC': 0.9994999499949996, 'AUC-PR': 0.08333333333333333}, {'Algorithm': 'LOF', 'AUC-ROC': 0.9888988898889889, 'AUC-PR': 0.004464285714285714}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8113811381138114, 'AUC-PR': 0.00026497085320614734}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.34583458345834583, 'AUC-PR': 7.642922653622745e-05}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.34583458345834583, 'AUC-PR': 7.642922653622745e-05}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.346034603460346, 'AUC-PR': 7.64525993883792e-05}]"
poly-type-platform,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 0.5006252525252525, 'AUC-PR': 0.14159892147536085}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9998151515151515, 'AUC-PR': 0.9777690515296867}, {'Algorithm': 'KNN', 'AUC-ROC': 0.9868858585858585, 'AUC-PR': 0.25059432279187666}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5672333333333333, 'AUC-PR': 0.09819122739164712}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9957787878787879, 'AUC-PR': 0.5018587796442324}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.34257777777777776, 'AUC-PR': 0.006827714811569879}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.34257777777777776, 'AUC-PR': 0.006827714811569879}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9690020202020202, 'AUC-PR': 0.16852302855629464}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.3418131313131313, 'AUC-PR': 0.006820280828653821}]"
rw-combined-diff-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.40993767896243893, 'AUC-PR': 0.007958734398073682}, {'Algorithm': 'COF', 'AUC-ROC': 0.47492576818499005, 'AUC-PR': 0.009193293751824885}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9782680045236891, 'AUC-PR': 0.2195348142866822}, {'Algorithm': 'KNN', 'AUC-ROC': 0.33187901537573083, 'AUC-PR': 0.007086031819625283}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4720416756899829, 'AUC-PR': 0.009170141724653252}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6208850068577204, 'AUC-PR': 0.012609174572092492}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7676864217137082, 'AUC-PR': 0.12188772974522653}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7676864217137082, 'AUC-PR': 0.12188772974522653}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9912192304915902, 'AUC-PR': 0.36418244887738177}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7676931591231743, 'AUC-PR': 0.1218878473547043}]"
